Age,Female,Fail,Work Experience,English,Country Code,PG Degree,Agrade,BelowBGrade,Year2004,Year2005,Year2006,Year2007,Country1,Country2,Country3,Country4,Country5,Country6,Country7,Country9,Country10,LogAge
24,0,1,0,1,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.17805383034795
28,1,0,1,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.3322045101752
24,0,1,1,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.17805383034795
34,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.52636052461616
23,1,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.13549421592915
23,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.13549421592915
24,1,1,1,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.17805383034795
22,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.09104245335832
26,0,0,1,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.25809653802148
32,0,0,1,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.46573590279973
26,0,0,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.25809653802148
24,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.17805383034795
24,1,0,0,1,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.17805383034795
25,0,1,1,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.2188758248682
25,1,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.2188758248682
29,0,0,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.36729582998647
26,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.25809653802148
33,0,0,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.49650756146648
22,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832
23,0,0,1,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.13549421592915
36,1,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.58351893845611
24,1,0,1,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.17805383034795
29,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.36729582998647
24,1,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.17805383034795
22,1,0,1,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832
30,1,1,1,1,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.40119738166216
24,1,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.17805383034795
24,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.17805383034795
27,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.29583686600433
24,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.17805383034795
23,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915
25,0,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.2188758248682
31,1,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.43398720448515
28,1,0,0,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.3322045101752
34,0,1,1,0,9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3.52636052461616
25,0,0,1,0,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.2188758248682
23,0,1,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.13549421592915
24,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.17805383034795
24,0,0,0,1,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.17805383034795
30,0,0,0,1,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.40119738166216
22,1,0,1,1,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.09104245335832
22,0,1,1,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832
21,1,0,1,1,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342
22,0,1,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832
23,1,0,1,1,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.13549421592915
31,1,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.43398720448515
23,1,0,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.13549421592915
23,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915
24,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.17805383034795
23,0,0,1,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915
23,0,0,0,1,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915
26,1,0,1,1,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.25809653802148
29,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.36729582998647
27,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.29583686600433
25,1,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.2188758248682
22,1,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.09104245335832
24,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.17805383034795
25,1,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.2188758248682
23,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.13549421592915
28,1,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.3322045101752
24,0,1,1,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.17805383034795
21,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.04452243772342
27,1,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.29583686600433
26,0,1,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.25809653802148
23,1,0,1,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915
23,0,0,1,1,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915
27,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.29583686600433
23,0,0,1,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.13549421592915
23,1,0,1,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.13549421592915
25,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.2188758248682
25,0,0,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.2188758248682
27,0,0,1,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.29583686600433
22,1,0,1,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.09104245335832
23,0,0,0,1,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915
27,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.29583686600433
23,0,0,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.13549421592915
24,1,0,1,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.17805383034795
34,0,0,1,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.52636052461616
23,1,0,1,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915
30,0,0,1,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.40119738166216
26,1,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.25809653802148
27,0,0,1,1,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.29583686600433
21,1,0,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.04452243772342
23,1,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915
24,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3.17805383034795
22,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.09104245335832
22,1,0,1,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832
30,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.40119738166216
29,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.36729582998647
25,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.2188758248682
27,1,0,0,1,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.29583686600433
22,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.09104245335832
22,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.09104245335832
27,1,0,1,1,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.29583686600433
22,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.09104245335832
24,0,1,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.17805383034795
26,1,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.25809653802148
22,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.09104245335832
29,1,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.36729582998647
33,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.49650756146648
27,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.29583686600433
34,1,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.52636052461616
29,1,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.36729582998647
28,1,0,1,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3.3322045101752
40,0,0,1,0,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3.68887945411394
22,1,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832
33,0,0,1,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.49650756146648
27,1,0,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.29583686600433
22,0,0,1,1,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832
26,1,0,1,1,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.25809653802148
27,0,1,1,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.29583686600433
23,1,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.13549421592915
21,1,0,0,1,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342
24,0,0,1,1,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.17805383034795
21,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.04452243772342
27,0,0,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.29583686600433
24,0,0,1,1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.17805383034795
21,1,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342
22,0,0,1,1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.09104245335832
22,0,0,1,1,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.09104245335832
24,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.17805383034795
23,1,0,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.13549421592915
29,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.36729582998647
23,1,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915
22,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.09104245335832
22,0,0,1,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.09104245335832
23,1,0,1,1,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915
23,1,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.13549421592915
31,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.43398720448515
30,1,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.40119738166216
23,0,0,1,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915
24,0,0,1,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.17805383034795
22,0,0,1,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832
37,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.61091791264422
22,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.09104245335832
22,1,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.09104245335832
24,1,0,1,1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.17805383034795
23,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915
29,0,1,0,0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.36729582998647
22,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.09104245335832
23,1,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.13549421592915
22,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.09104245335832
26,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.25809653802148
35,1,0,1,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.55534806148941
22,0,0,1,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832
22,0,0,0,1,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832
